q_m	xn_p,	xn_he3,	xn_he4,	xn_c12,	xn_n14,	xn_o16,	xn_o18,	xn_ne20,	xn_ne22,	xn_mg24,	xn_si28,	xn_ca40,	xn_ti44,	xn_ni56,
0.29411756366765934	9.210254596569695e-20	0.0	0.005243270619762937	0.497354752615112	2.0371638070310616e-11	0.4972380925746232	0.0	0.00015811560487661013	2.594240600373686e-13	4.573195387202354e-06	9.928748245934681e-07	4.444122442405475e-08	2.604830704049155e-10	1.5779307476467074e-07
0.29514956122041386	4.40106979544821e-20	0.0	0.005136058228491161	0.4974088377135343	1.903886003665572e-11	0.49729310767683976	0.0	0.00015651092962495634	2.444763075161589e-13	4.362732283292526e-06	9.209370120017096e-07	4.082823894541909e-08	2.5980123237523633e-10	1.6067489094522453e-07
0.2961816297617871	5.372867877005344e-20	0.0	0.005170897610206337	0.49739277450611463	1.907769830969766e-11	0.49728428447023293	0.0	0.00014660771848857356	2.4444735084774443e-13	4.302044222844512e-06	9.297158274912752e-07	4.1558587744956e-08	2.50043632698641e-10	1.6210695361474162e-07
0.29721366426321355	6.604701570390807e-20	0.0	0.0053235900300039355	0.4973141609535983	1.9136530578253782e-11	0.4971937809122172	0.0	0.0001628770559895957	2.4322598360983937e-13	4.455525831603628e-06	9.370737321225917e-07	4.450413029846083e-08	2.7015434286656333e-10	1.5365496281946677e-07
0.2982455270712371	6.871072588182741e-20	0.0	0.005144042837648414	0.4974063573620942	1.90390041715764e-11	0.4973046773237936	0.0	0.00013924750245148822	2.476945233011087e-13	4.452180877039147e-06	1.0262545865676538e-06	4.796761906835282e-08	2.641072094834086e-10	1.4828753585667104e-07
0.29927753445076605	4.096369237053071e-20	0.0	0.005141468327147313	0.49740808806846043	1.5419056279957267e-11	0.49730439803967863	0.0	0.0001413838992447525	1.9652282454998517e-13	3.7631664445640304e-06	7.519096587119439e-07	3.492337169388371e-08	2.3656738566538726e-10	1.1141381092578048e-07
0.3003095651787111	6.012327068100007e-20	0.0	0.005223675336173979	0.49736725626533773	1.7402753117786767e-11	0.4972642862350564	0.0	0.00013974347109564056	2.2534998627073142e-13	4.017718581527247e-06	8.583472824220353e-07	3.739623699745342e-08	2.2709048678257632e-10	1.2498551675563396e-07
0.30134151281145155	6.037353749754172e-20	0.0	0.00508352025751397	0.4974364424070268	1.6662290105074496e-11	0.4973299023743845	0.0	0.00014506634444614097	2.1348688540916323e-13	4.048345440352011e-06	8.420862380025282e-07	3.906724796961582e-08	2.2684401950158776e-10	1.3887398254889463e-07
0.3023736010849877	3.389050983033642e-20	0.0	0.0050832026744640985	0.4974404749326549	1.472997840333288e-11	0.49735453491279863	0.0	0.00011761228717409036	1.8962911381343817e-13	3.3314744697307013e-06	7.031824224689319e-07	3.0356333013771744e-08	2.0838801814764657e-10	1.0995637540520682e-07
0.30340555233398114	4.0112321519318186e-20	0.0	0.005102420038092083	0.4974297804492469	1.4126016704499236e-11	0.4973347004243125	0.0	0.00012885475379171543	1.8101765747125728e-13	3.388254888558176e-06	7.005574537187797e-07	3.3988740913430256e-08	2.256447491745584e-10	1.212935218088084e-07
0.3044375696975129	2.7373249636847305e-20	0.0	0.005068316328850868	0.4974473706098029	1.4077942413301506e-11	0.49735703058789926	0.0	0.0001232790398899172	1.7791497313680424e-13	3.2052353771330796e-06	6.522126381337894e-07	3.0441255380708044e-08	2.0615250998320438e-10	1.153238779611292e-07
