q_m	xn_p,	xn_he3,	xn_he4,	xn_c12,	xn_n14,	xn_o16,	xn_o18,	xn_ne20,	xn_ne22,	xn_mg24,	xn_si28,	xn_ni56,	density,	T,
0.014359091188117803	1.7815218517929255e-11	0.0	5.524375037657492e-10	6.4719979320900195e-09	6.088816096490591e-15	5.727519942858126e-09	0.0	1.2879005709775576e-09	5.3886779890202487e-17	3.7315996070547526e-10	2.792783205431533e-10	2.5472322398528722e-08	1.7784935823549376e-07	0.9999997819682038
0.015384751022590067	1.6151612237675186e-11	0.0	5.292255291019651e-10	6.544485008195924e-09	5.68723415315619e-15	5.761490617324527e-09	0.0	1.327995684036393e-09	5.0425977487851916e-17	3.830121068476257e-10	2.697370898444296e-10	2.312829992967389e-08	1.9176187359157325e-07	0.9999997702777231
0.016410355228219646	1.4379186729548848e-11	0.0	4.949476226150185e-10	6.458974942257201e-09	5.2810903973325086e-15	5.65971108857041e-09	0.0	1.329756228509649e-09	4.697651016216624e-17	3.7860301934375644e-10	2.579438590355174e-10	2.0650018497325792e-08	2.0343408619619045e-07	0.9999997613215741
0.01743598248231646	1.2657555217941262e-11	0.0	4.714155867841223e-10	6.618393691081329e-09	4.8461255576026404e-15	5.775895345184664e-09	0.0	1.3765330578723546e-09	4.3264447849579347e-17	3.8963114557304727e-10	2.451840470573404e-10	1.820361044034237e-08	2.1216113192168822e-07	0.9999997547455423
0.018461616611888193	1.1289655249854513e-11	0.0	4.4587502321988223e-10	6.5976732832689e-09	4.814231328305936e-15	5.752971108577491e-09	0.0	1.375634266722138e-09	4.2825986712174727e-17	3.8897109816651187e-10	2.4037741573487885e-10	1.6267324028388865e-08	2.216787213337281e-07	0.9999997472411579
0.019487259648325178	1.0050189797941647e-11	0.0	4.224576780326688e-10	6.6498154196259344e-09	4.799788504812461e-15	5.787513424613763e-09	0.0	1.4022088312136698e-09	4.249424588322029e-17	3.978438923866935e-10	2.3881744514750497e-10	1.45248219736471e-08	2.2523186091446745e-07	0.9999997453346053
0.020512897762547142	9.178445138268824e-12	0.0	3.95995288158601e-10	6.540690897894196e-09	4.8526856735902105e-15	5.66989918159569e-09	0.0	1.4053032961270437e-09	4.2711555343242636e-17	3.963193992819675e-10	2.3275910049340864e-10	1.328951756590975e-08	2.355249671351092e-07	0.9999997365353648
0.02153853603302996	8.536545526210512e-12	0.0	3.647804978964424e-10	6.267527904313373e-09	4.8173228694450744e-15	5.403484560598429e-09	0.0	1.3922052026171281e-09	4.19042883626958e-17	3.932413949205162e-10	2.2639307585498317e-10	1.2388814975360478e-08	2.423045281675677e-07	0.9999997312504827
0.022564175397338314	8.13578189794008e-12	0.0	3.4302208023749667e-10	5.925839286389389e-09	4.6727887933333445e-15	5.10001698084968e-09	0.0	1.3273796864250622e-09	4.0580426441191153e-17	3.7418742617798133e-10	2.140284963591108e-10	1.1802986771208054e-08	2.5730040742554676e-07	0.9999997176039914
0.02358985757710419	7.698560664222486e-12	0.0	3.171207046926618e-10	5.568466231564104e-09	4.642836872168979e-15	4.778709273098974e-09	0.0	1.2737927047983526e-09	4.0415639099001335e-17	3.6089970500168646e-10	2.092878361359697e-10	1.1196166279355155e-08	2.749368218770458e-07	0.9999997013510321
0.024615599057841376	7.183248973744544e-12	0.0	2.8838924617762247e-10	5.295800950583976e-09	4.884781609336052e-15	4.529835878915803e-09	0.0	1.2444802271542423e-09	4.287916721530259e-17	3.5373439534481434e-10	2.1218522893387084e-10	1.0509436678698468e-08	2.870561038059245e-07	0.9999996905028453
0.025641100209477328	7.0053956820589606e-12	0.0	2.656685620759434e-10	4.937360331432022e-09	4.8149134335498474e-15	4.2141194494248114e-09	0.0	1.185402844219218e-09	4.2557549467487296e-17	3.3938534388379705e-10	2.0926718520249479e-10	1.0266044198906269e-08	3.026345397664907e-07	0.999999675941202
0.02666680653153597	6.5733215526266525e-12	0.0	2.4408450570313517e-10	4.747073828283533e-09	4.816969364299785e-15	4.031153300364469e-09	0.0	1.1724312136293795e-09	4.261989423035076e-17	3.382703704534197e-10	2.0390498975670378e-10	9.643647733912933e-09	3.182925020233547e-07	0.9999996613203538
0.027692403549169145	6.047004572557847e-12	0.0	2.1863606345765457e-10	4.389713584964956e-09	4.781330582421268e-15	3.7211664417002285e-09	0.0	1.0972976528885978e-09	4.225235586521615e-17	3.1483124116884806e-10	1.9690179309427562e-10	8.895954546988512e-09	3.428176914877633e-07	0.9999996383417553
0.02871803025635319	5.295168824398006e-12	0.0	1.898055428352033e-10	4.0577030826644784e-09	4.707796807419407e-15	3.4270386961825617e-09	0.0	1.035042555796026e-09	4.123547182801945e-17	2.975622901562302e-10	1.882668181547199e-10	7.832949307832752e-09	3.770113727602456e-07	0.9999996059549591
