remnant_mass_fraction	density,	T,
0.6930000768790419	1253965.6	136864230.0
0.6940001293801783	1244692.2	136604250.0
0.695000063273499	1255069.3	136643600.0
0.69600012499207	1280691.3	136501770.0
0.6970000662745737	1274774.1	136873700.0
0.6980000246207582	1250688.9	137006550.0
0.6990000821495861	1257953.8	136794090.0
0.7000001347268997	1298765.4	136669660.0
0.7010000703722947	1286611.7	136612080.0
0.7020000466962855	1273729.8	136771710.0
0.7030001524452467	1261425.6	136877660.0
0.7040000877859331	1289214.9	136937870.0
0.705000030668157	1315190.8	136724890.0
0.7060000786748418	1264363.9	137021150.0
0.7070000329836374	1309813.6	136897400.0
0.7080001217450953	1281722.6	136638860.0
0.709000070797668	1294768.9	136593430.0
0.7100001406671936	1301667.1	136760360.0
0.7110000730369713	1318892.8	136943620.0
0.7120000220133669	1315909.7	136940360.0
0.7130000674300287	1315997.9	137061290.0
0.7140000325559791	1314549.0	137021190.0
0.7150001613104382	1303001.3	136530050.0
0.7160001028214735	1319947.8	136906130.0
0.7170000766316185	1315618.4	136836740.0
0.7180000688766326	1326013.3	136960240.0
0.7190000373543775	1335619.5	136769350.0
0.7200000755342104	1314527.8	137119920.0
0.7210000310618405	1351907.9	137048720.0
0.7220001025310862	1343143.4	136788470.0
0.723000020808092	1315020.8	137134480.0
0.7240000763563141	1343357.9	137060630.0
0.7250001655748348	1372419.0	137221890.0
0.7260000597036854	1333453.8	136725970.0
0.7270001304873368	1348185.1	137040950.0
0.728000021797633	1359569.2	137237580.0
0.7290000381908024	1357539.0	137169410.0
0.7300001542236783	1359773.0	137019970.0
0.731000031669734	1358996.3	137285530.0
0.7320000701542757	1374590.1	137356600.0
0.733000165466968	1361518.4	137012980.0
0.7340001430859702	1375765.2	137299990.0
0.735000100594206	1378859.7	137068090.0
0.7360001087602437	1364010.7	137342130.0
0.7370000641355194	1389368.1	137234540.0
0.7380001710271378	1385985.5	137326900.0
0.7390000797820004	1374072.7	137202660.0
0.740000122456285	1397465.6	137071710.0
0.7410000516266226	1380005.2	137221530.0
0.7420001211152625	1399357.6	137177210.0
0.7430001336233976	1415348.9	137661840.0
0.7440000650028724	1402094.1	137177160.0
0.7450001391383181	1388936.5	137506950.0
0.7460000565773754	1406330.5	136932540.0
0.7470001650687138	1416443.3	137190550.0
0.7480001089412405	1409509.4	137500090.0
0.7490000985962318	1424322.5	137202140.0
0.7500001022678179	1412821.4	137309080.0
0.7510000337234699	1421936.5	137290550.0
0.7520000368618159	1417239.8	137122300.0
0.7530000335251046	1435679.7	137693980.0
0.7540001075081961	1420411.5	137144190.0
0.7550001304526	1451025.8	137691850.0
0.7560000865134701	1426886.7	137470360.0
0.7570000804343815	1454984.4	137358460.0
0.7580000653663898	1458182.7	137494850.0
0.7590001004991369	1436869.5	137532850.0
0.760000079108442	1434876.7	137659360.0
0.7610000388258151	1451602.7	137315110.0
0.7620000532383787	1453591.6	137418220.0
0.7630000485304788	1462447.0	137823540.0
0.7640000938709635	1467228.8	137541040.0
0.7650000474179878	1450163.5	137464430.0
0.7660000275508358	1487470.3	137823470.0
0.7670000676350974	1480548.1	137792820.0
0.7680000802194096	1486222.5	137920680.0
0.7690000462594857	1448942.2	137706180.0
0.7700000533590433	1483637.5	137581720.0
0.7710000721898813	1465851.8	137797920.0
0.7720001309375437	1503967.9	137626610.0
0.7730001358279641	1501148.7	138029820.0
0.7740001292156355	1496425.0	137949110.0
0.775000110110255	1489507.4	137912350.0
0.776000039966187	1496101.5	137755020.0
0.7770000837069517	1497423.5	137822070.0
0.7780000426625533	1508091.3	137946870.0
0.7790000865556722	1516836.2	137789750.0
0.780000110490379	1501767.2	137966740.0
0.7810000250347047	1527317.0	138008180.0
0.78200004554144	1510134.3	138041060.0
0.7830001327031776	1527693.4	137890950.0
0.7840001081892198	1544688.0	137840340.0
0.7850000832181991	1497649.8	138000920.0
0.7860001293966324	1542147.5	137947770.0
0.7870000503398383	1551602.3	138105720.0
0.7880000239214519	1542095.8	137942920.0
0.7890000849544286	1528333.8	137751040.0
0.7900001447685709	1550648.2	138142330.0
0.7910001046382984	1534413.4	137951920.0
0.792000030152133	1521965.7	138131390.0
0.7930000779302864	1569773.7	138104690.0
0.7940000504454199	1584711.3	138196400.0
0.7950000494702001	1574718.6	137874030.0
0.796000069291341	1566341.2	137975680.0
0.7970000161347764	1553337.4	137798500.0
0.7980000487536778	1566096.9	138338920.0
0.7990001103198946	1580299.7	138220690.0
0.8000000697325591	1562603.7	137881300.0
0.8010000296784635	1613006.6	138208110.0
0.8020001409121792	1541327.9	137971380.0
0.8030000929356605	1601095.6	138028980.0
0.8040000661363884	1603779.3	138191250.0
0.8050001168854504	1601709.7	138066920.0
0.8060000630432915	1589905.4	137915600.0
0.807000029235722	1585383.8	138272670.0
0.8080001384888319	1618788.6	138162850.0
0.8090000714680268	1631679.1	137707930.0
0.8100001174179287	1578516.3	138397080.0
0.8110000204595054	1613061.6	138142890.0
0.8120001321502839	1632999.1	137901270.0
0.8130000645200617	1644028.1	138094620.0
0.8140000842650255	1633925.9	138135380.0
0.8150000364408612	1599654.0	138091670.0
0.8160000339420983	1602737.0	138036370.0
0.8170001376342766	1637858.1	138066600.0
0.8180000959042839	1675088.0	138213740.0
0.8190000399291649	1667742.2	138128680.0
0.8200000388015908	1622449.6	137886310.0
0.8210001402084547	1649258.8	137941660.0
0.8220000633607978	1645078.1	138193840.0
0.8230000168316449	1633221.0	138305550.0
0.8240000702469071	1714401.5	138025500.0
0.8250000709475845	1631468.0	137885870.0
0.826000066468216	1695946.2	137849910.0
0.8270001269679527	1672295.2	138122390.0
0.8280000306951237	1657327.8	138197970.0
0.8290000364996699	1663202.2	137969280.0
0.8300000285161526	1675190.2	137838800.0
0.8310001038704328	1689556.7	138093040.0
0.8320000242803987	1717908.2	137835500.0
0.833000075181815	1688153.7	138151170.0
0.8340001212840712	1688150.2	137835580.0
0.8350001386675434	1703697.5	137660860.0
0.8360001444720896	1727519.7	138137790.0
0.8370000874304906	1700704.2	138100290.0
0.8380000445578407	1706849.0	137703180.0
0.8390000492959069	1701864.1	137773280.0
0.8400000636322933	1716917.6	138016720.0
0.8410000939658803	1728456.1	137622510.0
0.8420001164532214	1731750.8	137817910.0
0.8430000293216497	1721049.2	137760770.0
0.8440000882978436	1744875.0	137906970.0
0.845000013202261	1740593.1	137669250.0
0.8460001280924798	1714106.5	137413480.0
0.8470000637378747	1757648.9	137822620.0
0.8480000444039628	1759851.2	137342830.0
0.8490001011710194	1760089.1	137496600.0
0.8500000584507238	1745398.0	137564070.0
0.8510000581610984	1756128.4	137472270.0
0.8520001234599952	1740473.5	137571820.0
0.853000066875459	1812466.5	137368260.0
0.8540000336773066	1747523.6	137224700.0
0.8550000551743449	1796858.8	137086110.0
0.8560001055425212	1757663.0	137425310.0
0.8570001294010507	1773073.3	137467970.0
0.8580001010020586	1804962.0	137055260.0
0.859000037409225	1793059.3	136992430.0
0.8600000510600172	1780083.4	137001040.0
0.8610000975431591	1791337.6	137097490.0
0.8620000926067276	1821970.2	137177860.0
0.86300011212316	1827631.5	136801500.0
0.8640001308016437	1801651.1	137135730.0
0.8650000301867175	1798476.3	136437610.0
0.8660000399524752	1807810.8	136760460.0
0.8670001144688066	1793970.8	136964480.0
0.8680000693108424	1868625.8	136619290.0
0.8690000467774903	1842875.9	136910290.0
0.8700001016401183	1827725.3	136390660.0
0.8710000660804744	1825053.5	136592830.0
0.872000105631496	1842012.0	136391950.0
0.8730001090745506	1856060.9	136258770.0
0.8740001059663707	1847250.8	136582380.0
0.8750000561616006	1843387.8	136289910.0
0.876000130601755	1848417.6	136379480.0
0.8770000101807708	1904218.5	136155500.0
0.8780000538453583	1868816.2	136049680.0
0.8790001288949298	1854470.1	135838500.0
0.8800000655306277	1850076.0	135956750.0
0.8810001436272851	1907007.9	135982900.0
0.8820000245774895	1895892.0	135917440.0
0.8830001164622102	1868693.7	135670630.0
0.8840000160758154	1894087.2	135448040.0
0.8850000298789618	1903869.1	135662410.0
0.8860000269993134	1898398.5	135472820.0
0.8870000733301009	1900701.1	135407080.0
0.8880000223826736	1910563.4	134888610.0
0.8890000233880595	1920568.0	135285490.0
0.8900000394765204	1913288.4	135093770.0
0.8910001142213833	1921923.7	134934260.0
0.8920001018195917	1906940.7	135003320.0
0.8930000145356658	1959250.0	134920400.0
0.8940000299385323	1934666.5	134708380.0
0.8950000771072686	1920628.6	134431330.0
0.8960001381402453	1944181.1	134572730.0
0.8970000513133823	1980550.9	134425370.0
0.8980000995485986	1955338.6	134367520.0
0.8990001265303912	1938144.2	134299550.0
0.9000000840386271	1952855.3	133844660.0
0.9010000674470924	1971218.8	134229060.0
0.9020001117972741	1977258.5	134056460.0
0.9030000984051796	1981899.7	133669600.0
0.9040001259202123	1982203.4	133824850.0
0.9050000573758643	1981122.5	133741470.0
0.9060000835197083	1975650.3	133925120.0
0.9070000657855164	1989762.8	133533700.0
0.9080000241317009	2024133.3	133540030.0
0.9090000430387161	1977673.0	133715850.0
0.9100000745149602	2024323.0	133275720.0
0.9110000580757799	1989104.5	133511280.0
0.9120001074536533	2066631.3	133353750.0
0.9130000898718158	2014430.5	133278680.0
0.9140000437997258	1979033.0	133332960.0
0.9150000551652036	2054520.8	132972120.0
0.9160000320224343	2063148.8	133132720.0
0.9170000337895917	2049958.7	133132420.0
0.9180000989361343	2011881.7	132957620.0
0.9190000235358432	2051623.9	132595520.0
0.920000028121555	2067763.2	133018300.0
0.9210000289745868	2063644.4	132734860.0
0.9220001136224786	2036297.7	132435900.0
0.9230000711307144	2103971.6	132217940.0
0.924000034809299	2078705.0	132560650.0
0.9250000816733266	2062244.2	132398340.0
0.926000079707804	2081383.9	131933450.0
0.9270000128393532	2127192.4	131994070.0
0.9280000668640325	2070208.1	132189250.0
0.9290001593581703	2089471.2	131794490.0
0.9300000713886503	2104679.7	131642410.0
0.9310000998939858	2165172.7	131851170.0
0.9320001037941033	2079115.0	131464340.0
0.9330001713783145	2098703.0	131641130.0
0.9340000859988173	2141398.7	131463880.0
0.9350001195318445	2143715.9	131394430.0
0.9360000613475883	2128314.3	131385990.0
0.9370000820066778	2150367.8	131391020.0
0.9380000176520729	2151636.4	131057780.0
0.9390000252086934	2139041.0	131128210.0
0.9400000746627439	2186308.8	131103140.0
0.9410001120046284	2141167.9	131036320.0
0.9420001372343466	2166992.6	130940660.0
0.9430000136139224	2198630.2	131022470.0
0.9440000758657334	2193056.9	131081930.0
0.9450000985054288	2148092.7	130739160.0
0.9460000541092359	2208823.0	130938530.0
0.9470000998306064	2201911.2	130796690.0
0.9480000928373921	2201724.8	130832030.0
0.9490000050964034	2195626.6	130741440.0
0.9500000424382878	2225261.3	130698560.0
0.9510000054312782	2246538.8	130633080.0
0.9520000603700832	2206089.2	130567960.0
0.9530000570333719	2242761.2	130543100.0
0.9540000047147559	2224778.9	130601510.0
0.9550000140234507	2231454.3	130451290.0
0.9560000435190892	2260514.4	130341590.0
0.9570000488665724	2269666.9	130477900.0
0.9580000389024494	2261323.9	130058310.0
0.9590000744160824	2277734.6	130293590.0
0.9600000704699538	2252217.0	130191010.0
0.9610000800833572	2313414.9	129985910.0
0.9620000703477657	2269677.4	130100650.0
0.9630000489570709	2309694.7	129893350.0
0.9640000792144807	2296780.7	130018860.0
0.9650000228584761	2296461.4	129878630.0
0.9660000374995711	2336369.2	129912360.0
0.9670000573968892	2331922.1	129798160.0
0.9680000852166304	2300876.3	129666770.0
0.9690000472193179	2354771.2	129651500.0
0.9700001183076777	2357489.9	129367710.0
0.9710001250263497	2328157.2	129338180.0
0.9720001426383533	2360531.5	129005260.0
0.9730000622865478	2370961.9	129091510.0
0.9740000315260641	2365347.7	128698970.0
0.9750001085562413	2375104.6	128548280.0
