remnant_mass_fraction	density,	T,
0.23600009047772874	282135.98	129055760.0
0.23700005682251335	290822.12	129260550.0
0.23800017308392074	290151.25	129417920.0
0.2390001890200273	286246.3	129022860.0
0.2400000875671524	291846.09	129064630.0
0.24100011081626482	297327.38	129388380.0
0.2420002011774426	300252.33	129556670.0
0.24300011823561418	299258.65	129331240.0
0.24400006050842082	302401.13	129392410.0
0.2450000975455967	299730.42	129321290.0
0.246000137934567	300539.03	129508580.0
0.24700014541501036	304451.17	129546480.0
0.24800011678748657	308135.68	129580500.0
0.24900009440648885	305518.68	129594910.0
0.2500001647330773	315559.89	129643640.0
0.2510000851430432	305259.92	129566850.0
0.25200013535886523	314487.53	129884890.0
0.253000094923884	314605.67	129576900.0
0.2540001335607799	319322.88	129740420.0
0.25500012930994287	321021.41	129997690.0
0.2560001332862375	322996.1	129694920.0
0.257000114714097	319099.64	129925400.0
0.2580000817444761	321644.38	129782380.0
0.25900005517373537	321004.13	130017470.0
0.26000010310424304	325044.44	129885280.0
0.2610000726484679	336130.14	129869250.0
0.2620000990970205	326572.18	130337010.0
0.26300012089876723	334800.88	130040790.0
0.2640001331021936	334573.8	130251840.0
0.26500010325583556	337345.74	130056130.0
0.26600014006448003	335826.37	130175040.0
0.26700006816833755	340969.63	130252120.0
0.26800010962378784	347249.18	130190970.0
0.26900008510983	338560.82	130135280.0
0.27000017569953916	343999.85	130316530.0
0.27100009138652215	342824.94	130132860.0
0.27200019081278015	348575.87	130278880.0
0.27300006094582996	349474.73	130367930.0
0.27400013363390985	352751.19	130555700.0
0.2750000935036372	348253.51	130459410.0
0.2760000649522907	358380.35	130576650.0
0.27700015165696545	356438.87	130532450.0
0.2780001028424982	357853.83	130373800.0
0.2790001426982285	363134.24	130520380.0
0.28000006455556004	359711.7	130598600.0
0.2810001588779494	365407.69	130429760.0
0.2820001812891133	362687.36	130581820.0
0.28300011320182816	371585.57	130391340.0
0.28400007124330406	370113.88	130650060.0
0.28500006805894706	371808.39	130755460.0
0.28600014387028994	364999.34	130820490.0
0.2870001179089664	373181.17	130852070.0
0.28800017650427445	378350.72	130515470.0
0.2890001388116705	377934.04	130745210.0
0.2900001487297825	380884.46	130785680.0
0.2910001109610013	376959.35	130852600.0
0.29200017709784687	379752.17	130701460.0
0.2930001389481799	388320.61	130766310.0
0.2940000643858375	389607.9	130797370.0
0.2950001855225821	393049.58	130719430.0
0.296000107532268	384998.21	130941330.0
0.2970000526998062	389460.71	130918120.0
0.29800017277007085	398801.08	130721910.0
0.2990000698698302	395297.55	130798180.0
0.30000009167157693	399996.96	130979600.0
0.3010001873651549	394680.71	130982050.0
0.3020001440354422	396089.99	130934560.0
0.30300010801873534	398862.44	130905390.0
0.3040000683455255	401370.85	130709970.0
0.3050000604381855	409871.91	131105720.0
0.30600014082015714	403942.2	131154510.0
0.3070001348934229	422488.72	131079130.0
0.3080001061135449	410589.06	131051830.0
0.30900019121849964	414648.87	131223680.0
0.3100001545923756	421158.64	130988070.0
0.31100006570872973	413412.09	130984830.0
0.31200009985117405	417355.38	130906100.0
0.31300013566951557	415832.51	130925000.0
0.31400010521374044	417743.72	130937850.0
0.3150000621887362	422600.8	131277090.0
0.3160000676885737	420530.15	131239570.0
0.31700014197637383	431371.89	131042950.0
0.3180001832794699	438763.78	131443170.0
0.31900005821167987	431671.83	131094480.0
0.32000007323366064	433598.48	131129780.0
0.3210001108802536	440555.23	131354050.0
0.3220000680076037	433781.21	131401950.0
0.3230001614158674	432268.94	131194770.0
0.32400012204736617	437740.36	131113920.0
0.32500014674384436	434666.22	131199000.0
0.32600006601115306	455597.63	131078440.0
0.32700006648329893	444013.32	131492380.0
0.32800006908840496	455529.62	131128280.0
0.32900016440109714	441205.1	131311750.0
0.3300000835160516	452542.1	131468680.0
0.33100005846885383	454518.97	131323560.0
0.33200013671786544	454245.44	131216480.0
0.3330001254587309	451158.98	131584660.0
0.33400006445592034	457108.06	131300660.0
0.33500013996255473	458016.51	131574940.0
0.3360002035093773	469020.65	131377070.0
0.33700008529753034	464337.0	131311160.0
0.33800018190523407	474794.39	131661350.0
0.33900007862410775	464407.27	131553600.0
0.3400001073579747	468176.62	131566790.0
0.3410001836263805	477083.19	131556790.0
0.3420001265847816	464215.14	131266610.0
0.34300014373972243	475393.28	131407820.0
0.34400014070771967	476456.03	131511030.0
0.3450000727727889	480341.48	131534260.0
0.3460000976977986	483158.28	131538780.0
0.34700005193041716	487667.78	131738400.0
0.34800016430679004	477621.6	131395770.0
0.34900011754910565	469341.4	131636790.0
0.35000007787589593	496278.71	131801490.0
0.351000070044733	491394.3	131698240.0
0.35200017579369425	487918.66	131760620.0
0.35300013246398154	501307.86	131772640.0
0.3540001260801843	500986.04	131687080.0
0.3550002140798706	502784.85	131531870.0
0.35600013509925366	498279.43	131781130.0
0.35700008956040374	500594.87	131785560.0
0.35800017169444975	499489.1	131672350.0
0.35900006422358033	504796.58	131767570.0
0.3600001548132895	500258.9	131698310.0
0.3610001651122873	512036.97	131769710.0
0.36200015331991275	510540.94	131766510.0
0.3630001089237199	504090.05	131745850.0
0.36400011739446614	509763.59	131847270.0
0.3650000506783696	515491.68	131776870.0
0.366000192611475	526928.54	131738970.0
0.367000113554681	525303.73	132020090.0
0.36800010008640927	526404.94	131819780.0
0.3690001958561644	520228.1	131987410.0
0.3700001401857541	526776.97	131676670.0
0.37100006219544	518646.14	132012700.0
0.3720000849113124	525473.02	131688890.0
0.3730001718445186	538751.28	132129300.0
0.37400010299546205	536286.43	131932890.0
0.37500017286498766	536378.32	131765310.0
0.37600013235382923	536450.27	131893830.0
0.37700005741060105	542341.29	132169080.0
0.3780001087690803	535850.98	131971050.0
0.3790001016996888	542367.22	131902660.0
0.38000009470647456	540660.79	131770180.0
0.3810001066813694	534661.62	132000070.0
0.3820000694458283	554751.22	132036740.0
0.3830000766215631	556664.52	132023240.0
0.38400013750218553	563588.62	132189360.0
0.38500013058514826	556283.7	131912720.0
0.3860000650878861	545255.19	132248040.0
0.3870001242926113	550803.41	132096230.0
0.3880001278880202	560684.28	131866510.0
0.3890001513656641	557031.38	132138460.0
0.3900002017338404	569461.04	132067710.0
0.391000147053733	575692.73	132112560.0
0.39200017098843987	575485.96	132240430.0
0.3930000744870794	570402.47	132055070.0
0.39400009933591185	566278.01	131738710.0
0.3950001741569519	565329.66	132087830.0
0.39600013143665636	567278.76	132323360.0
0.39700020488650767	571455.11	132319780.0
0.39800005079522516	590049.24	132297780.0
0.39900009872573294	580602.59	132172390.0
0.4000001205274797	590117.1	132241510.0
0.4010001072877394	587011.58	132195980.0
0.4020000471228775	595701.41	132317880.0
0.4030000715908243	579543.31	132096330.0
0.4040001737594596	595493.91	131956510.0
0.4050001385045242	581141.46	132442580.0
0.4060001716566657	590608.23	132365680.0
0.40700006372873343	590536.18	132269000.0
0.4080001407589108	606417.59	132051840.0
0.4090000981909695	599789.52	132347260.0
0.41000010460493275	606307.86	132096940.0
0.41100013966150284	614428.98	132392500.0
0.41200016321532396	602782.18	132502600.0
0.4130000494217515	618465.35	132441640.0
0.4140000469991659	616654.78	132345600.0
0.41500006636324394	602116.46	132568740.0
0.4160001129987402	600304.54	132351400.0
0.4170000612133642	619419.9	132195630.0
0.41800013565351846	620097.96	132296520.0
0.4190000910287942	621205.19	132600900.0
0.4200001213623812	624164.87	132352760.0
0.4210001586280885	631441.26	132455310.0
0.42200011034686113	621776.77	132529310.0
0.4230001120378415	629637.34	132524210.0
0.42400008302943204	630886.6	132710570.0
0.4250001183907107	630423.05	132593210.0
0.4260000794792723	629737.15	132745820.0
0.4270000754569666	631479.27	132548050.0
0.4280001527156754	634255.52	132577660.0
0.4290001051200425	659164.96	132542060.0
0.4300001654674248	641826.2	132760840.0
0.4310001436196671	649119.09	132627300.0
0.4320000752276735	639562.01	132824550.0
0.4330000425627609	640861.19	132923650.0
0.4340001261441727	656332.26	132767900.0
0.43500005759982485	662848.43	132911050.0
0.436000095322595	638004.34	133100740.0
0.4370001395204225	653718.16	132593460.0
0.43800009314362387	669169.32	132740950.0
0.43900017870564134	659379.08	132825250.0
0.44000014345070604	655554.34	133017390.0
0.4410000421501854	673304.55	132818500.0
0.44200009267071605	657601.41	133055070.0
0.4430000609199294	672535.69	133147990.0
0.44400006878125853	668505.67	132829500.0
0.4450001602089162	685404.56	133352780.0
0.446000070030259	664195.15	133104720.0
0.44700006136114734	684211.65	133060100.0
0.4480000886476486	678542.53	133020800.0
0.44900009064333746	683051.55	133231140.0
0.4500001336985079	682828.12	133288950.0
0.45100004382455905	677030.82	133196580.0
0.45200004254463066	676841.56	133091750.0
0.45300005162479395	697318.49	133176610.0
0.4540001227893311	694050.11	133256480.0
0.4550000415233998	705431.66	133454840.0
0.45600009112980466	688643.74	133233610.0
0.45700010386647094	679377.52	133251650.0
0.4580001576626189	698883.03	133695440.0
0.4590001372622269	704366.62	133517800.0
0.4600000681846389	705200.74	133345810.0
0.46100014132978184	696270.06	133437450.0
0.4620001987062555	726130.49	133379510.0
0.4630000714293284	708158.95	133326460.0
0.464000156458106	723596.38	133733260.0
0.46500013103002247	716015.8	133549590.0
0.4660001247224025	706821.47	133524450.0
0.46700015840778397	713030.28	133653850.0
0.46800010555592797	712479.52	133555100.0
0.4690000472954947	726695.04	133662290.0
0.4700000798382189	713637.07	133317390.0
0.47100015100275605	715927.09	133625280.0
0.47200014865634765	748663.52	133529270.0
0.47300014966173365	737677.72	133759830.0
0.47400009482927186	740150.5	133986760.0
0.4750000928637491	718977.86	133802670.0
0.4760001279964964	735455.56	133580030.0
0.47700006097569125	744914.87	133797210.0
0.4780001226942623	740765.93	133788630.0
0.4790000648147147	736960.0	133743610.0
0.480000121505594	729559.11	133804670.0
0.4810001005719621	754742.66	133840170.0
0.4820000823045302	764453.98	133753320.0
0.48300003790833734	754351.4	134070440.0
0.48400007684994173	744326.86	133688080.0
0.4850000633816701	752907.93	133756920.0
0.4860001258620126	752053.64	134052620.0
0.4870002099766644	769158.74	133986800.0
0.4880001824917979	760558.26	133813020.0
0.48900010122586657	772008.84	133798760.0
0.49000004342249615	753250.72	134145010.0
0.4910000420663906	785601.01	134012290.0
0.4920000480994682	758828.66	134048130.0
0.4930001658844184	781211.23	134133970.0
0.4940001279632831	758758.47	134211730.0
0.4950001426043781	785979.49	134298180.0
0.49600016212081044	780833.6	133743050.0
0.49700016426885363	773720.45	133905770.0
0.4980001245194666	775649.52	134184050.0
0.49900006991553636	787152.76	134051350.0
0.500000118912524	799364.39	134113320.0
0.5010000796963772	799985.02	134209980.0
0.5020000609718824	783499.24	134444700.0
0.503000130765231	790722.4	134366710.0
0.5040000686197631	799951.62	134528880.0
0.5050001163979165	779980.15	134165710.0
0.5060001524447895	819892.97	134294100.0
0.5070000769683212	807393.54	134305590.0
0.5080000849820046	790089.94	134395600.0
0.5090001299416036	816856.98	134621000.0
0.5100000469997752	800891.45	134410570.0
0.5110001305050098	818398.93	134656720.0
0.512000074606068	812863.98	134403130.0
0.513000149884171	816680.01	134333290.0
0.5140000635143709	815132.92	134451330.0
0.5150000541596651	814642.52	134651400.0
0.516000166612215	821839.71	134522810.0
0.5170001209210107	830689.42	134716590.0
0.5180000358462222	828329.76	134792120.0
0.5190000674748207	843461.91	134849250.0
0.5200000504262231	812119.53	134635210.0
0.5210001569369558	829095.16	134742830.0
0.5220001139881287	832645.05	134751700.0
0.5230001677080994	830552.2	134740530.0
0.5240001885957204	845801.77	135006920.0
0.5250000741165536	845368.13	134957580.0
0.5260001081066437	853079.68	134969960.0
0.5270001583986428	848695.63	134907310.0
0.5280001172018901	866317.78	135071190.0
0.529000094592361	834856.36	134814940.0
0.5300001456461316	850231.96	134579230.0
0.5310001145809392	857010.38	135355380.0
0.5320000738412494	837713.79	135010420.0
0.5330001191817341	871421.66	135413410.0
0.5340000975625078	870076.83	135104410.0
0.5350001377229465	856279.86	135215840.0
0.536000042745129	881725.57	135111960.0
0.5370000545676696	861098.94	135106870.0
0.5380001114870805	871582.87	135264380.0
0.5390001622361427	858458.81	135050080.0
0.5400001486916937	889093.4	135579330.0
0.5410000916500948	875276.66	135275480.0
0.5420000602040167	876615.72	135234620.0
0.5430000977744325	890619.84	135471860.0
0.544000131993054	877254.08	135382320.0
0.5450000994043187	880273.11	135280390.0
0.5460000993432246	893386.0	135318230.0
0.5470001344759718	893935.66	135096450.0
0.5480001113332027	891942.07	135811800.0
0.5490000987028796	888687.87	135531850.0
0.5500001672773938	898007.21	135431810.0
0.5510001405542987	911384.6	135393680.0
0.5520001451400105	900069.87	135604730.0
0.5530001427174249	917963.23	135758090.0
0.5540000953503235	903674.5	135797360.0
0.5550000879000462	899650.05	135640340.0
0.5560001077211871	903452.34	135565230.0
0.5570000463374909	914413.51	135488210.0
0.5580000539702885	909789.0	135635630.0
0.5590000396640682	942185.71	135704270.0
0.5600001290349431	909106.62	135647560.0
0.5610000534061206	911209.09	136018870.0
0.562000103317234	947418.64	135969950.0
0.5630001469056445	917237.74	135895110.0
0.564000127343201	930921.45	135777480.0
0.565000077614608	940873.98	135729720.0
0.5660001441323392	938649.8	136026800.0
0.5670001669243889	941672.39	135932320.0
0.5680000994465209	915792.88	135953430.0
0.5690001654310121	950510.4	135819620.0
0.5700000613119371	937088.47	135801960.0
0.5710000343603107	952844.02	136091590.0
0.5720000779487211	946702.29	136093550.0
0.5730001350966634	952156.21	136029830.0
0.5740000499456976	956098.87	135982720.0
0.5750001230146634	953046.53	136179700.0
0.57600013841753	959978.7	136282090.0
0.577000032241672	954231.27	136073780.0
0.5780000999782375	981152.62	135932430.0
0.5790000983174235	943279.53	136231480.0
0.580000157141263	970104.01	136039180.0
0.5810001033752812	979601.8	135976530.0
0.5820001070468672	971547.47	136054620.0
0.5830001167364478	960971.08	136268460.0
0.58400013145372	993460.39	136321990.0
0.5850001698620845	964317.86	136282580.0
0.5860000778551757	994317.34	136088100.0
0.587000083202659	986457.59	136321530.0
0.588000135475264	993452.26	136322060.0
0.5890001164460605	969171.89	136281770.0
0.5900001000830574	988744.22	136207300.0
0.5910000620857447	1001381.6	136193650.0
0.5920001337073447	1004119.0	136228870.0
0.5930000425383846	983547.64	136287270.0
0.5940000793470289	997512.26	136340310.0
0.5950000427209049	1022399.3	136184820.0
0.5960000521819541	996988.24	136430310.0
0.5970000688036549	996317.8	136267060.0
0.5980001764570446	1019176.5	136320160.0
0.5990001393738579	1013185.9	136325710.0
0.6000001139457742	1023928.1	136567700.0
0.6010000511908894	1014435.6	136083600.0
0.6020000599663442	1024841.3	136182770.0
0.6030000867196055	1006725.9	136494440.0
0.6040000514646701	1032153.7	136434160.0
0.6050001149353155	1029725.5	136333480.0
0.6060000383923672	1025171.8	136394040.0
0.6070000768769087	1035662.9	136181540.0
0.608000038803419	1029236.9	136420620.0
0.6090001274125225	1030665.6	136363180.0
0.6100001189719424	1053860.0	136373690.0
0.611000098876259	1031770.0	136528900.0
0.6120001219730172	1047747.9	136639160.0
0.6130000567042866	1051077.4	136139660.0
0.614000065327387	1048289.4	136483370.0
0.6150000309104002	1047237.8	136544400.0
0.6160001548656993	1060986.5	136493350.0
0.6170001078794836	1047467.0	136304920.0
0.6180000801660857	1058841.6	136421640.0
0.6190001341907649	1056227.7	136330400.0
0.6200001004593725	1076093.6	136667530.0
0.6210001103774845	1078332.2	136582570.0
0.6220000642292174	1063323.0	136642620.0
0.62300009494369	1076928.1	136420820.0
0.6240000412538855	1072717.0	136336830.0
0.6250000641982894	1066544.4	136721650.0
0.6260000489779434	1068476.6	136575710.0
0.627000120904252	1097489.6	136552350.0
0.628000131888844	1063218.4	136610820.0
0.6290001234482638	1082883.7	136674660.0
0.6300000738720251	1103980.3	136295210.0
0.6310000997111606	1095833.8	136561270.0
0.63200015373584	1113146.5	136697580.0
0.633000130212185	1086443.7	136624530.0
0.6340000775126833	1092425.2	136562200.0
0.6350000817936866	1108213.5	136803640.0
0.6360001115940336	1090239.6	136807680.0
0.6370000590468862	1104789.5	136254640.0
0.6380000781062556	1110971.7	136870030.0
0.639000052601995	1124268.9	136359920.0
0.6400001076931543	1102759.2	136503800.0
0.6410000696958417	1125181.3	136682500.0
0.6420000922593598	1123015.5	136722730.0
0.6430001631953655	1129663.4	136724590.0
0.6440000642563364	1105300.1	136640290.0
0.6450001310787762	1139212.1	136498750.0
0.6460000267311699	1126384.1	136645180.0
0.6470000985813011	1131270.8	136658250.0
0.6480000783332636	1132229.7	136639180.0
0.6490001563537436	1144147.9	136572640.0
0.6500000455310799	1148125.0	136461730.0
0.6510000808161813	1115149.5	136479020.0
0.6520001128256656	1157504.5	136489380.0
0.6530001380553838	1138078.7	136741270.0
0.6540000386592919	1184470.8	136636800.0
0.6550000299140032	1125719.9	136645350.0
0.6560001178375123	1191110.5	136506320.0
0.6570001074925036	1145247.4	136213090.0
0.6580000646198536	1141928.7	136561850.0
0.6590001140739042	1168315.1	136649430.0
0.6600001675653435	1182354.5	136404950.0
0.6610001333007112	1165446.0	136781820.0
0.6620000863906725	1165095.1	136544770.0
0.6630000898337272	1166385.6	136446280.0
0.6640001485813896	1170783.3	136334400.0
0.6650000857503274	1189809.8	136532140.0
0.6660001180645203	1188152.8	136590050.0
0.6670001246308379	1193218.8	136371790.0
0.6680001093343146	1178998.3	136531530.0
0.6690001320501872	1174783.4	136667310.0
0.6700001425015392	1197209.1	136467080.0
0.6710000689294996	1193314.9	136717920.0
0.6720001383419623	1210554.0	136476520.0
0.6730001052961642	1191666.0	136688980.0
0.6740000968555842	1194095.2	136537590.0
0.6750000380619108	1209961.7	136686420.0
0.676000025583942	1221606.4	136531880.0
0.6770000914922559	1211603.1	136447520.0
0.6780000515905147	1240230.8	136755770.0
0.6790001182606002	1200351.9	136616320.0
0.680000072112333	1215554.6	136551180.0
0.6810000520928269	1217977.5	136857200.0
0.6820000402242752	1210711.3	136689560.0
0.6830001430785049	1221687.9	136569580.0
0.6840000672211509	1240321.5	136546250.0
0.685000099154458	1219006.0	136816130.0
0.6860000910947637	1235179.5	136376140.0
0.687000068180526	1251240.3	137175610.0
0.688000132565297	1241438.3	136547730.0
0.6890001238961855	1251060.8	136795100.0
0.6900000957257246	1253797.6	136605640.0
0.691000108919454	1261089.8	136796500.0
0.6920000819678275	1239137.2	136732000.0
